fra;jour;P_f;P_h;P;pop_f;pop_h;pop;cl_age90
FR;2020-09-27;56;51;107;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-09-27;39;56;95;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-09-27;42;38;80;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-09-27;18;7;25;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-09-27;714;669;1384;34692807.7476749;32422187.2523251;67114995;0
FR;2020-09-28;146;160;309;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-09-28;933;971;1919;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-09-28;1758;1612;3381;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-09-28;1155;993;2151;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-09-28;1092;925;2019;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-09-28;900;833;1740;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-09-28;552;493;1047;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-09-28;319;344;664;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-09-28;196;140;337;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-09-28;116;41;157;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-09-28;7172;6517;13737;34692807.7476749;32422187.2523251;67114995;0
FR;2020-09-29;111;110;232;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-09-29;844;842;1702;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-09-29;1717;1600;3322;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-09-29;1127;936;2064;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-09-29;965;837;1803;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-09-29;866;775;1642;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-09-29;461;496;959;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-09-29;281;292;576;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-09-29;194;123;318;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-09-29;128;41;169;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-09-29;6695;6053;12791;34692807.7476749;32422187.2523251;67114995;0
FR;2020-09-30;137;131;274;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-09-30;916;948;1881;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-09-30;1727;1740;3468;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-09-30;1097;974;2074;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-09-30;1001;832;1834;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-09-30;884;765;1651;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-09-30;493;489;985;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-09-30;278;292;570;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-09-30;232;144;376;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-09-30;164;49;214;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-09-30;6932;6367;13335;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-01;148;163;323;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-01;1000;991;2029;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-01;1814;1800;3623;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-01;1269;1153;2426;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-01;1180;986;2169;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-01;987;867;1855;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-01;545;554;1100;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-01;318;288;606;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-01;188;139;327;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-01;117;50;168;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-01;7569;6995;14639;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-02;187;169;368;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-02;1136;1067;2236;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-02;1981;1841;3832;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-02;1385;1212;2598;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-02;1275;1081;2361;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-02;1114;963;2079;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-02;670;620;1294;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-02;361;373;735;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-02;272;175;448;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-02;177;66;245;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-02;8560;7569;16203;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-03;83;82;172;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-03;489;480;990;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-03;845;783;1630;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-03;621;562;1184;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-03;521;496;1019;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-03;485;477;963;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-03;301;283;588;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-03;167;181;348;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-03;130;87;217;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-03;75;32;107;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-03;3720;3466;7224;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-04;26;28;54;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-04;111;90;204;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-04;252;216;469;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-04;148;147;295;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-04;141;135;276;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-04;118;130;248;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-04;94;81;176;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-04;52;66;118;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-04;42;50;92;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-04;35;11;46;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-04;1019;955;1979;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-05;248;247;510;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-05;1313;1282;2624;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-05;2506;2274;4793;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-05;1892;1675;3568;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-05;1748;1536;3285;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-05;1544;1400;2945;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-05;938;888;1830;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-05;496;505;1002;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-05;337;224;562;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-05;239;74;313;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-05;11264;10111;21445;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-06;147;183;343;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-06;1180;1342;2551;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-06;2338;2053;4402;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-06;1737;1545;3289;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-06;1543;1339;2886;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-06;1420;1279;2702;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-06;857;812;1672;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-06;451;443;894;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-06;387;224;612;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-06;229;66;295;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-06;10292;9291;19658;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-07;231;235;480;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-07;1351;1348;2735;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-07;2470;2260;4739;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-07;1772;1609;3388;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-07;1672;1493;3172;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-07;1466;1297;2766;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-07;873;828;1705;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-07;447;464;913;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-07;325;245;570;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-07;181;62;243;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-07;10788;9848;20722;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-08;237;253;504;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-08;1419;1464;2921;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-08;2655;2361;5027;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-08;1987;1760;3750;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-08;1902;1569;3475;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-08;1522;1547;3073;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-08;959;916;1879;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-08;531;501;1032;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-08;346;251;597;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-08;200;62;262;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-08;11764;10687;22536;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-09;258;302;572;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-09;1586;1628;3248;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-09;2576;2390;4972;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-09;2098;1885;3992;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-09;2021;1690;3717;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-09;1769;1496;3274;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-09;1041;998;2049;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-09;593;561;1154;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-09;413;305;718;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-09;293;78;372;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-09;12649;11335;24072;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-10;140;144;293;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-10;779;699;1506;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-10;1204;1073;2278;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-10;975;841;1821;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-10;946;826;1776;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-10;790;756;1550;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-10;496;456;955;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-10;296;293;589;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-10;244;164;408;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-10;94;39;133;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-10;5966;5292;11312;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-11;49;50;100;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-11;156;179;337;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-11;351;289;640;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-11;282;276;558;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-11;226;213;441;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-11;181;196;377;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-11;130;155;285;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-11;67;117;184;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-11;102;68;170;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-11;98;27;125;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-11;1642;1572;3219;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-12;352;386;762;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-12;1951;1984;3989;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-12;3202;2874;6082;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-12;2770;2371;5151;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-12;2658;2260;4929;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-12;2310;2214;4530;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-12;1529;1420;2960;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-12;811;852;1663;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-12;634;403;1037;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-12;467;130;597;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-12;16688;14898;31710;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-13;304;269;583;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-13;1731;1805;3576;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-13;2977;2516;5498;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-13;2516;2162;4690;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-13;2406;2061;4474;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-13;2193;1886;4085;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-13;1355;1334;2699;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-13;750;751;1502;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-13;596;358;954;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-13;397;118;515;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-13;15229;13268;28589;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-14;314;316;649;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-14;1950;1892;3898;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-14;3029;2603;5645;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-14;2569;2064;4639;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-14;2485;2097;4590;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-14;2121;1846;3976;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-14;1312;1270;2593;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-14;727;696;1423;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-14;533;369;902;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-14;368;106;475;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-14;15411;13264;28802;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-15;313;350;685;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-15;1983;1896;3923;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-15;3373;2917;6301;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-15;2907;2437;5355;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-15;2738;2265;5010;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-15;2386;2029;4420;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-15;1489;1418;2913;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-15;848;800;1650;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-15;669;442;1112;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-15;495;150;645;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-15;17207;14707;32026;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-16;321;356;693;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-16;2002;2030;4080;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-16;3494;2983;6481;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-16;3027;2535;5566;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-16;2821;2421;5247;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-16;2472;2285;4759;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-16;1638;1532;3177;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-16;894;948;1842;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-16;720;466;1186;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-16;431;137;568;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-16;17828;15696;33615;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-17;176;181;368;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-17;916;831;1793;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-17;1490;1293;2786;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-17;1314;1186;2503;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-17;1270;1107;2378;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-17;1138;1051;2190;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-17;717;794;1522;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-17;424;441;866;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-17;367;248;615;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-17;194;64;258;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-17;8011;7201;15289;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-18;61;72;135;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-18;233;215;450;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-18;485;375;860;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-18;410;364;775;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-18;338;350;689;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-18;294;287;581;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-18;192;210;403;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-18;124;167;291;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-18;194;153;347;1993317.74632008;1251962.86181089;3245280.60813097;89
